Gene	kME	module	modulesize
BraA03g020430.3.5C	0.75643781648096	green	111
BraA03g029360.3.5C	0.790368455560198	green	111
BraA03g033470.3.5C	0.749465950090599	green	111
BraA03g036100.3.5C	0.515940980545307	green	111
BraA03g036870.3.5C	0.581347673757972	green	111
BraA03g040180.3.5C	0.672119014833067	green	111
BraA03g044080.3.5C	0.844309872443297	green	111
BraA03g044440.3.5C	0.0736900004216812	green	111
BraA03g045340.3.5C	0.766743603309943	green	111
BraA03g046030.3.5C	0.628167534732878	green	111
BraA03g047770.3.5C	0.731472897903947	green	111
BraA03g049670.3.5C	0.526017854342114	green	111
BraA03g058210.3.5C	0.78668009986618	green	111
BraA04g007880.3.5C	0.716398492616223	green	111
BraA04g012310.3.5C	0.805693417397529	green	111
BraA04g016140.3.5C	0.960199759573595	green	111
BraA04g027700.3.5C	0.339582883256589	green	111
BraA05g005790.3.5C	0.783101973424041	green	111
BraA05g005990.3.5C	0.725057288481129	green	111
BraA05g008250.3.5C	0.773160729358641	green	111
BraA05g013870.3.5C	0.812764176342271	green	111
BraA05g014360.3.5C	0.854807168982304	green	111
BraA05g014760.3.5C	0.837331931917098	green	111
BraA05g020790.3.5C	0.337343352646845	green	111
BraA05g036260.3.5C	0.43373440161412	green	111
BraA05g036760.3.5C	0.881655668506103	green	111
BraA05g036980.3.5C	0.807085244297045	green	111
BraA05g039360.3.5C	0.911246066759692	green	111
BraA05g043470.3.5C	0.837695877438918	green	111
BraA06g001030.3.5C	0.500347424376166	green	111
BraA06g002290.3.5C	0.665603371356488	green	111
BraA06g002340.3.5C	0.878846738996971	green	111
BraA06g005460.3.5C	0.709605198515697	green	111
BraA06g007950.3.5C	0.939908934715857	green	111
BraA06g016450.3.5C	0.777158380607522	green	111
BraA06g019130.3.5C	0.531062518477266	green	111
BraA06g026840.3.5C	0.611054251181596	green	111
BraA06g029380.3.5C	0.784057396728006	green	111
BraA06g030450.3.5C	0.841538848221166	green	111
BraA06g032830.3.5C	0.761260116435805	green	111
BraA06g033140.3.5C	0.803690271161772	green	111
BraA06g033570.3.5C	0.731697821230753	green	111
BraA06g036100.3.5C	0.590084726733601	green	111
BraA06g036350.3.5C	0.921399702657032	green	111
BraA06g037890.3.5C	0.917286363000906	green	111
BraA06g039780.3.5C	0.625973023017147	green	111
BraA07g014830.3.5C	0.723548594911591	green	111
BraA07g018380.3.5C	0.726129516637198	green	111
BraA07g019150.3.5C	0.543345943254758	green	111
BraA07g019380.3.5C	0.77369861974281	green	111
BraA07g020170.3.5C	0.628802144179766	green	111
BraA07g022910.3.5C	0.640020941264049	green	111
BraA07g025390.3.5C	0.755943418302138	green	111
BraA07g027010.3.5C	0.620721843388875	green	111
BraA07g027020.3.5C	0.765728718456291	green	111
BraA07g028000.3.5C	0.750933986537107	green	111
BraA07g029330.3.5C	0.85107013097777	green	111
BraA07g030550.3.5C	0.93730869097072	green	111
BraA07g037480.3.5C	0.611498551043146	green	111
BraA08g002170.3.5C	0.909381890379006	green	111
BraA08g003650.3.5C	0.664710690963306	green	111
BraA08g011640.3.5C	0.794090928012332	green	111
BraA08g013350.3.5C	0.883999899673144	green	111
BraA08g016050.3.5C	0.693113882463215	green	111
BraA08g020730.3.5C	0.629588892727919	green	111
BraA08g021150.3.5C	0.734638562149342	green	111
BraA08g028780.3.5C	0.668267775644316	green	111
BraA08g032540.3.5C	0.853009941668222	green	111
BraA09g007440.3.5C	0.936268206692065	green	111
BraA09g009020.3.5C	0.810887162507613	green	111
BraA09g019230.3.5C	0.808897479666439	green	111
BraA09g046160.3.5C	0.796219011201285	green	111
BraA09g048000.3.5C	0.663668044101332	green	111
BraA09g050700.3.5C	0.958832998413997	green	111
BraA09g052250.3.5C	0.518002824766811	green	111
BraA10g001830.3.5C	0.815278775390555	green	111
BraA10g005650.3.5C	0.768597004249821	green	111
BraA10g012350.3.5C	0.611662623909895	green	111
BraA10g020420.3.5C	0.630487046531417	green	111
BraA10g021420.3.5C	0.587526693403731	green	111
BraA10g022150.3.5C	0.314586783858655	green	111
BraA10g025120.3.5C	0.732785933164578	green	111
BraA10g030000.3.5C	0.558155447005696	green	111
BraA01g037780.3.5C	0.770272905413688	pink	70
BraA02g000690.3.5C	0.908827429635366	pink	70
BraA02g002630.3.5C	0.657028117247714	pink	70
BraA02g004490.3.5C	0.786899804822504	pink	70
BraA02g005750.3.5C	0.780726389584617	pink	70
BraA02g009260.3.5C	0.912208243351424	pink	70
BraA02g014210.3.5C	0.803420453485205	pink	70
BraA02g025130.3.5C	0.884358704298799	pink	70
BraA02g026410.3.5C	0.451438876706434	pink	70
BraA02g032970.3.5C	0.801913384615603	pink	70
BraA03g022970.3.5C	0.613710118652322	pink	70
BraA03g025500.3.5C	0.865048459266722	pink	70
BraA03g026990.3.5C	0.818285428528656	pink	70
BraA03g027080.3.5C	0.847729067375287	pink	70
BraA03g028730.3.5C	0.822327596157556	pink	70
BraA03g032250.3.5C	0.493008372152511	pink	70
BraA03g033390.3.5C	0.904699264237236	pink	70
BraA03g035310.3.5C	0.790759672453619	pink	70
BraA03g050430.3.5C	0.666556660591891	pink	70
BraA03g050450.3.5C	0.717685037945244	pink	70
BraA04g012810.3.5C	0.747856418304315	pink	70
BraA04g014570.3.5C	0.853852310505229	pink	70
BraA04g020040.3.5C	0.914760160697386	pink	70
BraA04g026530.3.5C	0.679549452013805	pink	70
BraA04g031540.3.5C	0.95902032598664	pink	70
BraA05g003710.3.5C	0.468286132247599	pink	70
BraA05g014470.3.5C	0.664011113373246	pink	70
BraA05g023780.3.5C	0.523295224335314	pink	70
BraA05g032020.3.5C	0.304853825113853	pink	70
BraA05g032410.3.5C	0.87561318475472	pink	70
BraA05g035890.3.5C	0.684408338554641	pink	70
BraA06g000700.3.5C	0.224509622298782	pink	70
BraA06g002200.3.5C	0.645517614299337	pink	70
BraA06g007090.3.5C	0.947975722720748	pink	70
BraA06g014670.3.5C	0.799818010213752	pink	70
BraA06g023210.3.5C	0.651062456771068	pink	70
BraA06g030860.3.5C	0.772123248681045	pink	70
BraA06g031000.3.5C	0.716233161702369	pink	70
BraA06g033490.3.5C	0.767177975715792	pink	70
BraA06g038260.3.5C	0.873645011369883	pink	70
BraA07g002390.3.5C	0.865741919645586	pink	70
BraA07g012330.3.5C	0.654669179813418	pink	70
BraA07g016700.3.5C	0.688045354302604	pink	70
BraA07g018890.3.5C	0.264123881697996	pink	70
BraA07g030530.3.5C	0.581185170712762	pink	70
BraA07g038720.3.5C	0.923180821774489	pink	70
BraA07g041580.3.5C	0.843066816949825	pink	70
BraA08g021220.3.5C	0.671235726043766	pink	70
BraA08g021550.3.5C	0.840824666940965	pink	70
BraA08g034100.3.5C	0.784783021023725	pink	70
BraA08g036220.3.5C	0.890671140091068	pink	70
BraA09g001120.3.5C	0.750987397098938	pink	70
BraA09g007900.3.5C	0.896557268199745	pink	70
BraA09g012120.3.5C	0.89745097500602	pink	70
BraA09g014340.3.5C	0.811169181484761	pink	70
BraA09g023540.3.5C	0.833329085749887	pink	70
BraA09g025080.3.5C	0.498799447512239	pink	70
BraA09g030620.3.5C	0.892986022622088	pink	70
BraA09g039110.3.5C	0.657949896029664	pink	70
BraA09g051220.3.5C	0.804253747375817	pink	70
BraA09g059190.3.5C	0.751577643740004	pink	70
BraA09g064260.3.5C	0.682726565768887	pink	70
BraA10g000530.3.5C	0.703678453653544	pink	70
BraA10g001730.3.5C	0.641089367210918	pink	70
BraA10g014480.3.5C	0.869340894245442	pink	70
BraA10g015830.3.5C	0.864655635608978	pink	70
